UnitID,Institution Name,Grand total (EF2018A All students Undergraduate total),Total Undergraduate Enrollment - All UnitIDs,Mission statement URL ,Mission Statement
460738,American Sentinel University,1444,1444,www.americansentinel.edu/about-us/mission/,"American Sentinel University’s mission is to provide high-quality, innovative degree and certificate programs that enable students to enhance their professional and civic lives."
219204,National American University-Rapid City,1421,1421,https://www.national.edu/mission-purpose-vision-history/,"National American University provides innovative learning experiences in a caring and supportive environment for individuals of diverse backgrounds, cultures, and abilities, preparing them for success in competitive technical and professional fields."
219903,Concorde Career College-Memphis,1394,1394,https://www.concorde.edu/mission-and-values,"Concorde Career Colleges prepares committed students for successful employment in a rewarding health care profession through high-caliber training, real world experience and student-centered support."
134811,AI Miami International University of Art and Design,1342,1342,https://www.artinstitutes.edu/miami/academic-catalog,"Miami International University of Art & Design is a multi-campus, career-oriented institution that provides students with academic preparation and practical skills through programs in the applied arts and design industries. The institution prepares its undergraduate students for entry-level positions and its graduate students for advancement in their chosen fields. The University is dedicated to fostering a culture that encourages creativity, research, and learning-centered endeavors."
446552,Southern Technical College,1341,1341,https://www.southerntech.edu/wp-content/uploads/2019/03/STC_CentralCatalog_2019-1.pdf,The mission of Southern Technical College is to provide education and training in a variety of medical and technical areas that enable graduates to obtain entry-level employment.
217077,YTI Career Institute-York,1327,1327,www.yti.edu/aboutYTI/mission.asp,"Our Mission is to support committed students in achieving the technical and professional skills essential for their chosen career through industry-modeled, student-centered education and training."
138813,The Art Institute of Atlanta,1246,1246,https://www.artinstitutes.edu/atlanta/academic-catalog,"The Art Institute of Atlanta is a private multi-campus college of creative professional studies. We prepare students for careers in design, media arts, culinary arts, and management in creative fields by providing an educational environment, consistent with evolving technologies and the global marketplace. Our success is measured by our ability to: • provide a comprehensive curriculum that integrates conceptual, analytical, and technical skills; • offer education by qualified professionals; and • assist and prepare students for career entry, placement, and growth in their respective fields."
104090,Brookline College-Phoenix,1235,1235,brooklinecollege.edu/about-us/vision-statement/,"Brookline College is an independent, accredited institution dedicated to meeting the educational needs of a developing multicultural society. The institution is committed to preparing students academically and professionally to meet the constantly changing employment requirements of business, industry, public service organizations, and medical support agencies functioning in a highly advanced and expanding technological community."
446561,Stanbridge University,1230,1230,https://www.stanbridge.edu/about,"Stanbridge® asserts that a high quality, accessible, and relevant education is the right of every individual. The central purpose of all programs and services offered by Stanbridge University is to prepare people for occupations and professions. As such, we are dedicated to meeting the learning needs of our students. To these ends, we offer and commit to the allocation of resources in support of a variety of programs. These programs are offered in ways that recognize the needs of a diverse, changing population. Stanbridge University’s programs provide an educational environment that allows students to meet their long-term learning needs. In a time of dynamic technological change, students are encouraged to address the impact of information systems on their academic and occupational planning"
451477,MyComputerCareer.edu-Columbus,1223,1223,https://www.mycomputercareer.edu/get-to-know-the-ceo-tony-galati/,to help our students develop the skills necessary to permanently and positively change their lives and futures by attaining financially rewarding and personally fulfilling careers in Information Technology
125532,Carrington College-Sacramento,1214,1214,https://docs.carrington.edu/catalog/carrington-college.pdf,"The mission of Carrington College is to provide learning opportunities to individuals in the communities it serves through postsecondary programs of study, which include general studies and professional preparation in career-focused majors."
487977,Martinsburg College,1203,1203,martinsburgcollege.edu/about-us/history-philosophy/,"Martinsburg College seeks to provide high quality, relevant, and affordable distance learning programs to individuals who want to improve their personal and professional development and career growth opportunities."
224679,Western Technical College,1162,1162,https://www.westerntech.edu/wp-content/uploads/2019/11/WT-Catalog-Revision-110119-FINAL4.pdf,"The Mission of Western Technical College is to: Provide quality training and education in a caring, professional environment that prepares new students and working adults with the skills they need to succeed and advance in their chosen careers."
431141,Institute of Technology,1133,1133,www.iot.edu/about-us/mission-vision-values,"At the Institute of Technology our family mission is to inspire, support, and empower students through education and career development."
119270,Musicians Institute,1105,1105,https://www.mi.edu/wp-content/catalog/MI-Catalog.pdf,"Musicians Institute is dedicated to inspiring artistic and academic excellence while preparing students for careers in the music and entertainment industry. Our cutting- edge educational offerings provide the information, skills and expertise necessary for musicians and creative professionals to achieve their goals. We strive to develop a diverse array of talented individuals who can enrich the global community with their artistic contributions."
110219,Bryan University,1076,1076,https://bryanuniversity.edu/about/mission-vision-history/,"We believe in challenging the boundaries of traditional education and in liberating the innate greatness in people. As a private institution with an 80-year track record of excellence, Bryan University’s mission is a commitment to our students, graduates, and employees. It’s a commitment to providing experiences that transform their lives for the better. Through a series of research-based strategies, continuous innovation, and strategic industry partnerships, our mission includes revolutionizing the way students learn online and solving complex challenges in online education. We believe that online learning can be a desired and preferred educational experience."
445948,Northwest Career College,1067,1067,https://www.northwestcareercollege.edu/wp-content/uploads/2019/10/School-Catalog-Effective-2020.01.01.pdf,To inspire the next generation of leaders in the workplace through our commitment to professional mentorship and excellence in education.
127945,Rocky Mountain College of Art and Design,1054,1054,www.rmcad.edu/get-to-know-us/about-us/mission-values/,"Rocky Mountain College of Art + Design is an innovative, rigorous and community-oriented global learning environment that inspires passion for critical thinking, preparing learners to be forces of change in their industries, communities and the world."
164438,New England College of Business and Finance,1053,1053,https://www.necb.edu/about-us/,"The mission of New England College of Business is to provide high-quality, affordable, and accessible undergraduate and graduate degree programs, as well as professional training, for students interested in careers in business, public administration, information technology, and healthcare"
211477,Central Penn College,1023,1023,"https://www.centralpenn.edu/central-penn-college-about/
",Central Penn College opens opportunities to students from a variety of academic backgrounds by providing the education needed for employment and advancement in their fields.
232797,American National University,1020,1020,https://www.an.edu/about/mission/,American National University provides opportunities for individuals who are seeking to achieve their career goals by offering credential and degree programs through distance education and blended learning. American National University is dedicated to ensuring adult students have access to quality programs in career focused disciplines that provide the skills needed to be competitive in today’s changing marketplace.
,,,,,
,,,,,
,,,,,
